@relation breast-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7}

@data
838,-3.220771,257.278169,257.015433,-138504.220413,4.147312,-256.390794,261.91059,0.131995,7.155309,4.05325,0,cluster1
839,0.155179,178.893719,187.192916,-208957.535942,-1.144291,-190.567571,185.635903,3.602451,2.695517,-3.832788,0,cluster1
840,-5.389632,243.112061,246.891346,-37821.23204,-4.02152,-263.769891,256.371701,0.193432,4.674353,1.412375,0,cluster1
841,6.924039,3.519086,3.111927,-628126.901341,7.353963,1.650619,-7.921389,2.779434,0.304782,2.076516,0,cluster0
842,-2.238708,1.944463,18.072443,-292736.005019,-3.312508,-7.53302,9.006098,-3.661801,-1.934028,-2.970666,0,cluster4
843,1.591017,650.619456,652.065827,-355369.669075,4.557633,-638.425326,643.674113,-5.035684,-0.722231,0.584902,0,cluster4
844,-4.716579,34.505451,36.815141,-739772.552376,0.112501,-32.254636,35.708394,-1.374515,-3.686826,2.78361,0,cluster0
845,-1.049534,1219.771436,1200.974817,-690.893298,3.665803,-1211.502084,1212.000045,-5.624684,-6.334257,9.496045,0,cluster7
846,8.938155,33.558925,34.523068,-145084.624945,-3.796859,-37.352061,32.524533,-4.436011,4.32161,-1.248367,0,cluster1
847,2.579536,20.38964,30.562434,-542565.003709,0.325946,-11.355408,17.311083,-1.546329,0.27187,-2.411987,0,cluster0
848,1.996744,253.883989,252.685782,-617501.725803,3.268154,-249.260667,246.382314,2.85158,-0.995797,-2.22637,0,cluster0
849,-0.839395,50.278927,54.053997,-629034.295959,-0.264029,-51.266758,56.303441,0.67319,-1.675927,0.630585,0,cluster0
850,9.261413,38.207486,44.198786,-97956.462044,-2.880611,-31.697265,35.50498,-15.296715,-3.580353,1.725289,0,cluster1
851,7.969931,16.073788,15.970767,-263996.937612,-3.168949,-16.574691,12.707139,-10.069196,0.195855,1.404873,0,cluster4
852,-14.056759,642.222116,635.805345,-503219.112267,9.686284,-644.426211,639.709648,-2.079676,-5.284185,-5.152821,0,cluster0
853,5.667539,2.211018,2.371773,-465171.293563,-2.571173,-8.856593,4.312144,8.363132,2.710789,-1.229476,0,cluster4
854,0.774374,15.540558,21.05517,-353531.46908,-3.682315,-9.634922,14.196902,-0.977084,-2.819454,-0.196102,0,cluster4
855,4.063002,20.402592,19.405803,-154386.322635,-1.235963,-16.458164,16.576843,3.1216,0.957145,0.649753,0,cluster1
856,-0.273017,19.265439,27.238662,-726541.392598,-1.98327,-15.476506,17.258994,-3.241333,-5.894583,-4.085418,0,cluster0
857,2.912807,656.332255,645.963029,-269181.790282,-1.396189,-654.561154,634.027179,-5.081272,3.804746,22.756,0,cluster4
858,-4.266851,19.174231,17.469519,-76543.507318,0.67213,-20.294285,24.142758,1.241273,2.300168,3.042344,0,cluster1
859,0.515453,4.367421,2.932424,-585488.61894,-3.699165,-6.540844,6.284551,5.623731,2.462318,-1.309813,0,cluster0
860,5.834027,0.91793,7.491389,-739537.346232,1.652663,6.450173,-4.546024,-8.174444,-6.154893,0.106399,0,cluster0
861,-3.566429,131.837354,134.232642,-656383.403592,1.280187,-135.277548,129.708098,2.91696,1.135724,-4.626973,0,cluster0
862,0.957394,15.681468,3.018123,-383991.965302,4.651745,-11.445119,16.273606,4.889599,4.719683,12.098876,0,cluster4
863,1.31113,0.676626,0.265867,-79794.623351,5.65274,-2.385048,5.736,5.42559,6.364447,2.479841,0,cluster1
864,1.447473,745.691434,741.855946,-159239.260352,2.108907,-738.614586,738.845868,0.344643,-0.52776,0.852069,0,cluster1
865,1.001907,5.915602,4.333038,-312542.829754,-0.010727,-3.068616,0.519755,0.308395,-0.264566,-1.01941,0,cluster4
866,-3.075906,4.825451,5.057154,-180985.077082,-0.53916,-8.03393,7.810152,2.362102,1.318337,4.223478,0,cluster1
867,8.775112,0.562322,-0.297483,-371995.36933,-4.385203,2.296056,-0.909355,-9.062633,1.446044,1.151133,0,cluster4
868,-0.445131,68.987615,75.301155,-493828.483384,-0.988856,-68.809599,66.089546,1.899264,-1.380402,-7.586117,0,cluster0
869,1.296731,166.842941,179.805932,-369699.477717,-2.504151,-168.925633,174.356695,0.972601,0.758805,-3.014276,0,cluster4
870,6.829122,5.926066,1.484682,-293316.580183,-2.597837,-2.700581,4.170234,-7.009434,2.428671,4.806974,0,cluster4
871,-0.01264,109.305404,111.705413,-74098.157224,2.300703,-107.34731,110.229291,-1.487824,0.51855,1.383299,0,cluster1
872,4.362754,25.62055,23.287921,-688847.796646,-2.344303,-18.907055,18.225444,-1.056535,-2.925825,-2.92532,0,cluster0
873,-1.82097,2.637821,6.450643,-542595.183549,-2.925297,-2.997334,0.891961,2.186103,-1.051807,-5.483238,0,cluster0
874,2.050663,-1.66495,4.537851,-596577.061522,-2.98794,-0.95569,1.605076,1.796715,2.193837,-6.991237,0,cluster0
875,2.466708,507.2273,505.252753,-230177.567939,-0.48339,-499.209159,499.237823,-4.300007,-0.938576,-4.967314,0,cluster4
876,-2.999686,146.259534,140.268256,-638637.6207,2.480193,-142.371438,141.905611,4.195235,-1.809777,0.913241,0,cluster0
877,-5.154035,190.228814,188.118645,-121347.912455,-0.753012,-188.124089,194.798631,-2.144587,-0.131311,3.871692,0,cluster1
878,2.699042,199.575145,205.514827,-644683.044617,3.427089,-194.866074,194.485722,-6.173944,-4.747915,-3.257317,0,cluster0
879,3.301131,40.414709,39.645363,-451962.827571,1.382976,-42.348667,37.167707,5.085547,2.195551,-4.245179,0,cluster4
880,0.852622,36.053562,35.783251,-612584.556003,0.440688,-37.236491,30.55716,-1.761294,-2.458834,-3.377443,0,cluster0
881,13.056984,16.549842,10.328398,-631755.292652,-0.579903,-16.202891,11.076934,-2.97062,0.979486,-5.055862,0,cluster0
882,-0.175633,16.470416,17.553939,-263933.248798,2.938843,-15.300062,21.129399,4.856677,6.391375,5.987244,0,cluster4
883,-3.633175,43.214517,44.361259,-748357.884767,-0.842906,-42.722931,47.765191,-4.666749,-0.023755,2.78023,0,cluster0
884,-0.490033,48.419723,42.552826,-7360.773817,1.225551,-43.454356,47.8496,0.362164,1.62433,7.34548,0,cluster1
885,1.208892,11.586863,6.737872,-706633.304578,-1.514126,-12.043944,13.005691,4.983776,3.678516,1.34984,0,cluster0
886,8.966398,121.544729,127.093284,-257033.24626,-2.829542,-114.623703,118.700055,-15.440533,-3.803215,1.743646,0,cluster4
887,-1.557745,71.27643,78.266342,-379352.364003,0.690104,-74.156163,70.982801,-2.486602,3.784005,-5.298522,0,cluster4
888,2.064076,178.43407,174.974772,-368644.040969,4.90283,-170.889557,170.174518,-3.869854,2.546915,0.083229,0,cluster4
889,6.328151,3.844697,-0.957751,-493338.434529,-0.921542,-0.597995,-0.535312,2.663478,-0.577569,-4.364802,0,cluster0
890,2.672197,7.314831,2.93616,-209898.566916,1.470549,-3.292108,6.064534,2.362781,2.906758,4.092327,0,cluster1
891,1.67529,177.953677,178.107491,-229536.400095,-3.037371,-168.855414,174.650465,-3.372296,-0.645589,-2.561473,0,cluster4
892,-4.094232,1988.71498,1981.584854,-249926.189974,-0.882493,-1972.089042,1982.956656,-6.563797,-5.30222,-1.193776,0,cluster7
893,-7.457471,578.894384,576.043553,-273834.685538,-0.043169,-576.329184,582.870509,0.648285,1.187685,6.276085,0,cluster4
894,0.400377,10.558855,12.135813,-766693.643127,3.760625,-17.723512,16.975591,5.463915,1.305942,-1.929531,0,cluster0
895,1.756454,7.351201,6.065945,-112846.82717,-2.768472,-2.079954,3.407784,0.299267,0.066801,-1.090943,0,cluster1
896,-1.069251,80.517502,74.446698,-161309.379595,0.438019,-73.541374,79.138099,3.037343,3.893536,4.495235,0,cluster1
897,-5.969737,312.623994,319.900387,-515371.066041,-3.452758,-313.616364,316.689781,-1.854246,-2.048429,-5.078363,0,cluster0
898,-5.148312,55.716008,54.205837,-318450.169902,2.42071,-62.247482,61.880049,1.921735,5.083381,8.851388,0,cluster4
899,4.456189,0.903198,7.952092,-361976.101429,-1.145854,5.280566,-0.792175,2.390415,-1.463216,-3.472401,0,cluster4
900,4.654455,25.688255,14.975335,-262158.127289,0.576596,-18.240926,23.746281,1.291122,2.42412,7.162705,0,cluster4
901,7.648419,1.643833,-1.855404,-380292.865566,-3.012597,-0.321697,1.423607,-5.723684,3.639079,3.543604,0,cluster4
902,-2.786931,880.151456,881.178752,-370965.66187,5.586685,-870.379701,872.993023,-6.528992,-1.938384,-0.000355,0,cluster4
903,11.400025,25.807922,31.820707,-13741.166351,-5.86888,-25.652756,23.801854,-6.563641,2.051191,-0.846368,0,cluster1
904,3.619156,47.019491,52.213547,-265820.563495,1.221268,-43.271929,42.847139,-1.54976,-1.04316,0.493761,0,cluster4
905,3.584077,24.093563,21.102541,-447076.732678,-4.97124,-33.265722,26.760044,8.068154,4.821632,-4.057637,0,cluster4
906,3.709721,2.09551,-5.50638,-4328.246555,0.569919,-4.584828,0.710473,4.978687,-0.539968,1.021629,0,cluster1
907,-0.596319,8.603301,-0.817918,-11582.966898,-3.007053,-3.17683,7.986519,2.746955,1.223002,7.161409,0,cluster1
908,7.394343,45.653707,51.055358,-453638.749587,-3.161378,-57.705919,46.830739,8.544029,0.612919,-11.939787,0,cluster4
909,3.567155,-0.830792,-3.348665,-367349.159685,-1.600047,-5.523351,-2.311956,-4.36469,-2.011688,1.616575,0,cluster4
910,-1.292079,173.621836,173.420257,-610709.242298,1.034236,-170.324054,174.346649,3.160464,2.68903,2.311174,0,cluster0
911,1.092296,52.505537,59.270892,-484871.693777,-0.259119,-45.383221,48.978281,-5.286273,-5.662118,-2.989224,0,cluster4
912,-1.915486,505.884306,512.690252,-705638.913271,-1.905652,-505.76731,506.329168,1.073402,-0.591567,-6.153032,0,cluster0
913,0.254933,122.540512,126.702721,-254655.375447,-3.953175,-132.327375,126.083978,-0.238778,-4.213525,-2.685344,0,cluster4
914,0.610091,85.347897,90.656315,-700567.925071,-0.950086,-85.226306,84.409761,1.106712,-0.773217,-4.638674,0,cluster0
915,3.42297,3.558688,2.017229,-720425.209636,-3.395231,-8.720732,8.40224,1.361687,-0.626212,-9.358138,0,cluster0
916,1.593182,0.757654,6.995949,-364288.549318,-1.215949,4.153309,-0.285696,0.79913,-2.25502,-3.751282,0,cluster4
917,2.380721,101.336041,107.322868,-95778.073401,3.223274,-94.173134,98.278342,-3.154781,1.564365,0.841289,0,cluster1
918,1.298002,233.721812,243.900773,-333204.902887,3.756379,-226.200388,231.343324,2.318763,0.768989,-6.660837,0,cluster4
919,-1.831529,35.119661,43.7504,-146051.819099,-3.195126,-41.351959,39.266224,1.032491,0.980174,-4.141656,0,cluster1
920,7.048116,182.166061,189.467533,-26539.35997,-5.122277,-187.429991,181.84,-0.466311,-4.64114,-4.361295,0,cluster1
921,1.582467,30.922456,39.703768,-322745.126695,0.628532,-27.714537,30.506819,-6.328684,-4.099061,0.75643,0,cluster4
922,9.934302,-0.705629,0.627688,-696389.170376,1.192592,-2.824988,-5.311034,-3.385691,3.886206,-3.108079,0,cluster0
923,4.129322,155.999925,155.205037,-350974.975745,-0.87305,-146.196124,157.571122,2.268453,4.907133,7.844575,0,cluster4
924,-11.079614,366.486701,362.093017,-567858.590115,3.010956,-353.663693,367.474422,-4.878632,-6.47491,-7.329177,0,cluster0
925,1.374739,2.564704,5.127481,-10969.941074,3.27075,4.542127,2.010608,5.630157,-0.252631,1.867094,0,cluster1
926,2.421883,23.865765,13.765219,-505862.345855,1.693854,-37.8249,29.154324,-3.756977,0.706974,4.671814,0,cluster0
927,7.286409,5.755694,-10.557648,-576919.934734,3.720502,-12.570935,1.065114,-7.8894,-2.312593,7.245439,0,cluster0
928,-0.797775,9.895716,12.737066,-293594.568119,-2.101118,-10.658537,14.629,2.6726,0.428851,2.854322,0,cluster4
929,-1.657139,8.943423,4.586587,-282331.988915,2.040794,-11.253909,11.875115,5.076061,7.506909,10.367814,0,cluster4
930,-0.142363,193.831595,194.345904,-61411.594237,-3.326682,-209.218795,202.100092,3.143896,0.085819,-4.082808,0,cluster1
931,-0.476746,17.461781,29.849277,-601424.255792,1.013696,-14.510325,15.072847,-0.497729,-3.955181,-6.206547,0,cluster0
932,-0.606599,33.439455,42.429486,-734136.963175,-1.848579,-31.248184,32.948222,-4.656337,-6.641577,-4.292806,0,cluster0
933,0.15817,51.74173,53.019003,-137690.891872,-3.661807,-51.990711,50.658363,-2.429673,-1.858796,-2.627841,0,cluster1
934,1.040101,1.136399,3.265417,-636240.602038,3.746197,-6.355908,2.932221,2.589691,4.490326,-0.037572,0,cluster0
935,2.147872,81.941119,82.60362,-84031.716016,5.485319,-74.412001,79.523219,-2.116784,2.428406,5.541711,0,cluster1
936,3.446918,26.494049,29.14623,-133806.869929,5.694497,-16.711854,19.517399,-7.990632,-0.912451,1.770041,0,cluster1
937,2.072979,91.188926,83.585311,-569801.727292,3.796726,-86.855668,86.560616,2.484825,-4.179098,0.646248,0,cluster0
938,0.23447,5.120533,-0.148604,-592401.425402,4.787855,-1.695234,1.923714,-1.263956,-2.911605,-0.45717,0,cluster0
939,5.256937,40.202851,34.077526,-388723.62581,-1.033813,-37.108199,39.43284,-7.50877,1.75432,5.216866,0,cluster4
940,-2.964608,26.694018,31.456822,-225813.262401,-3.424534,-23.374516,26.514712,-0.926605,1.338232,0.818322,0,cluster4
941,-0.106486,0.561606,7.267822,-152452.298271,-2.785858,-2.459239,4.181982,2.575272,2.464902,-1.906691,0,cluster1
942,-10.401514,5.738199,4.962358,-741679.060425,-1.002466,-6.066374,14.2279,1.749532,-1.957109,-3.993902,0,cluster0
943,-1.889875,31.722862,31.679284,-387000.827202,-0.65097,-27.638902,35.422167,3.219695,3.943297,1.640725,0,cluster4
944,-25.639343,224.657981,223.88995,-581915.762435,8.474573,-223.18917,232.063836,-4.850541,-8.962968,-11.165554,0,cluster0
945,-2.843469,77.421202,66.550257,-351632.960678,-0.888151,-75.218117,81.960839,4.68059,4.514052,9.637218,0,cluster4
946,-5.993391,164.765377,170.752803,-708293.390883,1.95032,-163.077365,171.692381,-6.382164,-4.239114,4.668307,0,cluster0
947,4.175743,19.594128,27.968826,-666678.195993,-2.136341,-13.075547,16.240486,-3.772248,-4.219928,-3.417784,0,cluster0
948,-5.960591,-1.299381,2.309812,-385615.000731,-1.380149,-0.796881,6.626786,0.17174,1.427311,1.524869,0,cluster4
949,3.346095,26.5785,34.305561,-394767.291189,-0.477195,-17.123513,24.136957,1.417264,1.192513,1.758095,0,cluster4
950,3.304296,13.099317,25.017692,-56546.078708,-6.034099,-23.415372,19.094013,7.344339,-0.159731,-9.645053,0,cluster1
951,-2.381256,311.074769,318.018375,-359913.042667,-0.906514,-320.013976,315.168683,-1.10683,0.153962,-1.463451,0,cluster4
952,1.668256,2.95474,1.87975,-354643.736708,-0.108881,0.120501,0.776002,-0.949965,0.147849,0.91171,0,cluster4
953,-1.378777,81.648965,88.844801,-215488.777576,0.980917,-87.106314,84.687927,2.531242,3.155731,-0.401179,0,cluster1
954,0.754553,13.388236,12.526292,-152339.306426,0.930627,-17.303724,17.585096,6.356562,1.781566,3.555328,0,cluster1
955,-0.75117,22.772218,26.820901,-562046.801471,-1.070056,-24.081201,22.848664,-3.167808,-3.413665,-4.843398,0,cluster0
956,1.684655,16.303836,1.908051,-471628.13443,4.214083,-20.186633,12.809905,-4.381103,-3.029008,-1.327022,0,cluster4
957,5.728524,16.966528,13.948247,-786112.663336,-3.025632,-16.990376,23.383443,0.898125,10.425422,10.364581,0,cluster0
958,2.300303,54.859515,48.879178,-501669.368319,7.836521,-45.545745,46.080763,-1.689807,0.972296,5.408241,0,cluster0
959,2.10743,93.272695,106.01168,-590953.917156,-1.792304,-94.404887,97.063571,1.747449,-0.933264,-6.417113,0,cluster0
960,-1.726142,7.576181,3.769485,-601783.71119,-2.277596,-6.564062,4.744182,3.873889,-2.201117,-0.079267,0,cluster0
961,8.476739,79.771848,84.424982,-171244.652056,-4.459083,-74.355991,76.581795,-8.005056,-2.273549,-2.983431,0,cluster1
962,-5.611823,5.187076,-0.824233,-746123.458357,-0.997511,-8.032423,7.934915,0.708987,-4.03451,-0.27632,0,cluster0
963,3.582804,114.379796,108.948335,-311713.724024,3.130508,-116.162584,115.231667,-0.754565,-0.082663,4.864243,0,cluster4
964,-7.183881,3.857787,-1.119986,-495828.581543,-3.218831,-2.74296,4.419002,2.650167,-4.515526,-2.570224,0,cluster0
965,-1.691611,49.393481,50.027166,-85564.839832,9.552077,-39.703725,45.263015,2.020891,-1.188474,-1.853778,0,cluster1
966,-2.519786,7.464555,7.363044,-386535.856966,-1.085199,-15.952394,9.285501,-2.240996,1.863159,1.705176,0,cluster4
967,-2.953568,0.777042,0.807525,-11520.914362,1.501289,-2.945832,1.014017,-0.572255,1.644935,3.590928,0,cluster1
968,5.115275,19.898826,18.06702,-135869.426433,5.359883,-13.879644,15.5412,2.036009,4.206572,7.371989,0,cluster1
969,7.267987,7.095229,0.693014,-557039.745131,4.820184,-2.725589,2.056777,-8.167625,-1.153094,3.944073,0,cluster0
970,1.758865,11.324963,11.998458,-271569.911174,0.719357,-10.797237,14.975791,4.390501,4.938994,2.839369,0,cluster4
971,7.026531,0.129623,-5.307077,-106625.849391,-4.351222,-5.742411,-0.981239,-9.520743,0.457705,3.584684,0,cluster1
972,2.826025,177.218084,177.377976,-84757.251768,1.571749,-169.839305,172.052322,-2.056343,3.717728,-1.964654,0,cluster1
973,-1.94098,35.717121,35.436634,-174302.107603,-3.992895,-34.677495,38.16674,3.417142,-3.559827,1.482072,0,cluster1
974,-3.009009,439.570617,443.468605,-776777.954273,-3.320042,-443.029041,440.09836,-0.326307,-3.714877,-5.457607,0,cluster0
975,0.681609,85.85437,86.774301,-245169.261411,0.90981,-86.35965,86.121731,-1.878755,-0.18068,1.629404,0,cluster4
976,4.98524,314.250258,308.251854,-120895.827545,0.509184,-309.188753,312.066915,3.949762,2.286101,3.415882,0,cluster1
977,-4.514538,866.638968,868.243078,-195412.089616,-4.12386,-862.762166,867.32131,-4.567155,-2.87287,-4.588232,0,cluster1
978,-1.304298,71.993124,71.944847,-597944.844124,-0.294156,-78.435146,73.25876,2.901884,-0.49999,-5.842275,0,cluster0
979,0.732964,453.156099,455.69022,-5839.840431,0.93694,-465.332301,459.972231,-2.420463,2.64321,0.478681,0,cluster1
980,2.710946,30.20502,37.690891,-553786.860529,-0.308873,-20.226535,24.671003,0.487401,-2.092752,-2.934944,0,cluster0
981,1.701234,4.195623,0.692046,-236103.139871,-2.700459,-4.528093,-2.178139,0.788032,-3.602939,-2.089933,0,cluster4
982,-4.317972,10.693444,13.086026,-333777.936796,-0.861957,-11.589524,17.122807,0.631199,1.308224,3.203994,0,cluster4
983,16.478786,6.741439,-8.630509,-605046.048032,4.453152,-16.071025,5.115057,6.611114,11.869702,4.359257,0,cluster0
