@relation csv_result-credit_edit20_clustered

@attribute Instance_number numeric
@attribute id numeric
@attribute source_0 numeric
@attribute source_1 numeric
@attribute source_2 numeric
@attribute source_3 numeric
@attribute source_4 numeric
@attribute source_5 numeric
@attribute source_6 numeric
@attribute source_7 numeric
@attribute source_8 numeric
@attribute source_9 numeric
@attribute source_10 numeric
@attribute source_11 numeric
@attribute source_12 numeric
@attribute source_13 numeric
@attribute source_14 numeric
@attribute source_15 numeric
@attribute source_16 numeric
@attribute source_17 numeric
@attribute source_18 numeric
@attribute source_19 numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13}

@data
109,110,0.010329,0.01129,0.029054,-0.003134,-0.002142,0.059157,-0.019381,-0.030401,0.051477,0.03559,0.012135,-0.046186,-0.005832,-0.002194,-0.017165,0.009856,-0.010582,0.045762,-0.004469,0.01163,1,cluster8
110,111,0.001439,-0.005812,0.032957,-0.007229,-0.007132,0.04779,-0.002245,-0.025885,0.06687,-0.006683,0.010185,-0.001679,-0.023179,-0.028592,-0.014829,-0.000578,-0.012369,0.030436,0.004137,-0.00013,1,cluster8
111,112,-0.018701,0.050598,0.000236,0.020506,0.036459,0.021475,-0.03515,-0.05682,0.040553,0.051354,0.031585,-0.040858,-0.011097,-0.004188,0.034085,0.047125,-0.028196,0.02887,0.035542,0.035984,1,cluster8
112,113,-0.038555,0.061452,0.013919,-0.009327,0.051538,0.010783,-0.028243,-0.066564,0.043949,0.008704,0.015349,0.000141,-0.013573,-0.03037,0.025672,-0.01397,-0.053529,0.024929,0.033598,0.026784,1,cluster8
113,114,-0.022291,0.029146,0.022603,0.021226,0.024324,-0.007607,-0.003295,-0.069647,0.054811,0.001143,0.034219,-0.015267,-0.030569,-0.035331,0.034387,0.029969,-0.023388,-0.01581,0.023308,0.04891,1,cluster8
114,115,0.001,0.021757,0.011176,0.020761,-0.012265,-0.048217,-0.000944,-0.065079,0.059114,0.030113,-0.007951,-0.000895,-0.020003,-0.026151,0.010067,-0.002051,-0.037495,-0.003871,0.014107,0.045544,1,cluster8
115,116,-0.022253,0.038764,0.017591,0.003164,0.032388,0.025584,-0.042958,-0.013899,0.038575,0.036046,0.023374,-0.016548,-0.017947,0.017004,0.006619,0.021805,-0.058198,0.008194,-0.003664,0.036101,1,cluster8
116,117,-0.010949,0.016839,0.046991,-0.005326,0.019889,0.00429,-0.050825,-0.050622,0.034737,0.01233,0.035181,0.006642,-0.011364,-0.005093,-0.002486,0.006609,-0.031932,0.006657,0.02181,0.046983,1,cluster8
117,118,-0.010452,0.04117,0.014398,-0.000587,0.034307,-0.006575,-0.010828,-0.023483,0.030782,0.020169,0.039775,0.001693,-0.031928,-0.030008,0.040499,0.015598,-0.046557,0.022304,0.008255,0.066988,1,cluster8
118,119,-0.016824,0.037678,0.009029,0.000304,0.023553,0.001491,0.001156,-0.022758,0.03033,0.031829,0.02938,0.002738,-0.034548,-0.033885,0.033035,0.017111,-0.055662,0.015947,0.010879,0.060117,1,cluster8
119,120,0.001789,0.011034,0.012322,0.011493,-0.006932,-0.032207,0.019554,-0.035386,0.05024,0.030585,-0.008352,0.007004,-0.018018,-0.016366,0.004887,0.000749,-0.054847,0.002706,0.011586,0.039255,1,cluster8
120,121,-0.022276,0.021781,0.014354,-0.019117,0.000785,0.059653,-0.0232,0.015384,0.018539,0.047315,-0.009856,-0.00745,-0.034772,0.029105,0.01038,0.005622,-0.089701,-0.005869,-0.014772,-0.015119,1,cluster8
121,122,0.01458,0.027391,0.020908,-0.011043,0.015607,-0.024688,0.006053,-0.010034,0.030078,0.009136,0.043514,-0.033918,-0.026408,-0.035332,0.034748,-0.006293,-0.02929,-0.002597,-0.012816,0.058466,1,cluster8
122,123,0.010096,0.017656,0.014086,-0.010539,0.017622,0.000921,0.010703,0.009928,0.034892,0.004868,0.033189,-0.009539,-0.056069,-0.008334,0.033592,0.015286,-0.032376,-0.006839,-0.004981,0.039733,1,cluster8
123,124,0.026103,0.000366,0.019313,-0.000632,-0.00832,-0.038483,0.021186,-0.012503,0.043754,0.010571,0.00243,-0.009422,-0.033433,-0.003647,0.015039,-0.007028,-0.035886,-0.013172,-0.004633,0.027891,1,cluster8
124,125,0.013879,0.00904,0.032844,-0.039295,0.019534,0.030553,-0.040687,0.03772,0.016078,0.018731,0.008208,-0.021578,-0.033158,0.046534,0.009979,-0.005223,-0.055309,0.000147,-0.033223,0.002177,1,cluster8
125,126,0.035479,0.021765,0.021331,-0.035001,0.021288,-0.020103,0.000469,0.020041,0.01381,0.003135,0.040048,-0.024822,-0.045774,-0.015714,0.047609,-0.012855,-0.026654,0.011275,-0.019547,0.048116,1,cluster8
126,127,0.031065,0.012449,0.031738,-0.048193,0.028064,-0.007475,-0.018469,0.037713,0.016996,-0.007639,0.027734,-0.009162,-0.041795,0.0089,0.029051,-0.022373,-0.036096,0.012002,-0.027691,0.031427,1,cluster8
127,128,0.032298,0.025405,0.03062,-0.040571,0.050602,-0.008081,0.00851,0.036932,0.018377,-0.016546,0.049941,-0.017603,-0.041416,0.006281,0.039044,-0.017233,-0.028458,0.02045,-0.020703,0.05363,1,cluster8
128,129,0.056618,0.002189,0.034498,-0.013294,0.012352,-0.023194,0.037152,0.010924,0.013874,0.016071,0.024038,0.026298,-0.054692,0.021869,0.02153,-0.02712,-0.016397,-0.009347,0.013699,0.038716,1,cluster8
129,130,0.040261,0.006698,0.010916,-0.012898,0.008277,0.000302,0.025525,0.025842,0.011754,0.060167,-0.000668,-0.046191,-0.026903,0.048439,0.009075,0.014114,-0.055371,0.013317,-0.014742,0.026524,1,cluster8
130,131,0.025409,0.017646,0.004334,-0.027698,0.023481,0.041217,0.032385,0.069434,0.003313,0.0322,0.036484,-0.036281,-0.056005,0.030965,0.035574,0.020293,-0.061787,0.005516,-0.021656,0.01714,1,cluster8
131,132,0.046464,0.007519,0.030749,-0.042461,0.046899,0.004544,0.033787,0.067543,0.018915,-0.038433,0.061263,-0.02837,-0.048357,0.020269,0.04397,-0.010378,-0.024957,0.003707,-0.024541,0.025955,1,cluster2
132,133,0.020657,-0.007661,0.052379,-0.055309,0.009568,0.016858,0.022723,0.02367,0.009174,-0.044266,0.024337,-0.040617,-0.031063,0.009515,0.027754,-0.042448,-0.021984,-0.036136,-0.030924,-0.03533,1,cluster2
133,134,0.052069,0.031866,0.010137,-0.00071,-0.000581,0.026104,-0.008683,-0.032695,0.008852,0.017114,0.007123,0.031795,0.009764,-0.02728,-0.017722,0.018819,0.034656,-0.010258,-0.002983,0.01199,1,cluster8
134,135,0.051846,0.032162,0.036404,-0.073161,0.044627,-0.020958,0.007315,0.035485,-0.000278,-0.050355,0.054067,-0.043507,-0.054683,0.016545,0.039072,-0.053695,0.031602,0.010231,-0.031529,0.013416,1,cluster2
135,136,0.00869,-0.003478,0.037508,-0.005116,-0.005658,0.045179,0.009201,-0.01696,0.062277,-0.010357,0.005772,0.013085,-0.026105,-0.017374,-0.008861,-0.025014,-0.017518,0.016961,-0.00177,-0.01346,1,cluster8
136,137,0.042132,0.052621,-0.016978,-0.012477,-0.002039,0.024282,0.029174,-0.032852,0.009557,0.000535,-0.059212,0.01136,-0.00299,0.002733,0.006309,-0.012369,-0.040276,-0.013161,-0.031315,-0.056506,1,cluster4
137,138,-0.037879,-0.03129,0.00609,0.002349,0.01283,0.02041,0.016172,0.000969,0.028391,0.032113,-0.013972,-0.009156,-0.017531,-0.019711,-0.020808,-0.007391,-0.024925,-0.024908,0.039359,0.009792,1,cluster4
138,139,0.048242,0.026318,0.018498,-0.042078,-0.013768,-0.052082,0.044453,0.004824,0.005719,-0.045957,0.032245,-0.050959,-0.0414,0.010088,0.017638,-0.060816,0.041922,-0.018142,-0.027387,-0.034799,1,cluster2
139,140,0.069856,0.048408,0.002723,-0.039671,-0.005591,-0.04874,0.043016,0.004682,-0.014443,0.009176,0.032547,-0.095412,-0.037599,0.03999,0.018845,-0.043292,0.048312,0.012818,-0.028189,-0.007543,1,cluster6
140,141,0.022692,-0.006097,0.039752,-0.008201,-0.005807,0.035462,0.006132,-0.026951,0.057711,0.00926,0.00115,-0.013945,-0.020693,-0.009452,-0.014892,-0.016088,0.000266,0.022687,-0.005284,0.005584,1,cluster8
141,142,-0.030545,0.004275,-0.016337,-0.033747,-0.020177,0.031056,0.021558,0.017154,0.051038,0.030497,-0.016311,-0.010003,-0.027667,-0.006022,-0.070952,0.025646,-0.031681,-0.016091,-0.071443,0.074729,1,cluster4
142,143,-0.056092,0.01269,-0.004561,-0.02482,-0.024614,0.047828,0.032829,-0.014328,0.037547,0.032693,-0.010353,-0.016199,-0.015421,-0.014732,-0.066065,0.0241,-0.023254,-0.023075,-0.065042,0.064395,1,cluster4
143,144,-0.032092,0.014985,0.039746,0.023976,-0.031838,-0.007547,0.018292,-0.018428,0.018032,0.018918,0.021839,0.031758,0.004388,-0.002262,-0.063553,0.019425,-0.054552,-0.012609,0.004814,0.047731,1,cluster8
144,145,-0.049033,0.035652,0.019116,0.016522,-0.038058,0.054905,0.0341,0.003186,-0.008003,0.030456,0.004675,0.063625,-0.06118,0.025778,-0.024021,0.022912,-0.09029,-0.019509,0.011115,-0.000326,1,cluster8
145,146,0.026253,0.040457,0.002873,0.02693,0.016527,0.0154,0.049076,-0.041035,-0.018044,-0.013867,0.017981,0.003945,0.015888,0.019949,0.007341,0.032106,0.008372,-0.002374,0.01363,0.009462,1,cluster8
146,147,0.026815,-0.043289,-0.033176,0.050814,-0.012583,0.017274,0.030929,0.032097,0.057194,0.059044,-0.015568,-0.024093,-0.037783,-0.002916,-0.008896,-0.02568,0.031159,-0.010855,-0.077919,-0.028097,1,cluster4
147,148,-0.005562,0.023976,0.050882,0.020785,0.010545,-0.047637,0.011675,-0.014517,0.038358,0.016519,0.013873,0.020583,0.012058,-0.021079,-0.01204,-0.019721,0.032053,-0.004178,-0.021795,-0.010393,1,cluster8
148,149,0.023275,-0.012972,0.032894,-0.011344,-0.006933,0.036734,0.008127,-0.007396,0.062785,0.00852,-0.002011,0.003298,-0.029581,-0.0022,-0.020871,-0.011134,-0.005205,0.02573,-0.006339,0.00271,1,cluster4
149,150,0.022569,0.009046,-0.010442,-0.003515,-0.003763,0.013304,0.027853,-0.036392,-0.021733,0.032818,-0.014102,0.002148,-0.007656,-0.012481,0.026873,-0.020324,0.02548,-0.028618,0.01188,0.027157,1,cluster8
150,151,0.012895,0.024429,-0.01483,0.029836,0.020355,0.037897,0.008108,0.009936,0.014918,0.032611,-0.00439,-0.003649,0.008559,-0.007856,0.002954,0.003492,0.0298,-0.014667,-0.029922,0.016461,1,cluster8
151,152,0.005339,-0.028076,0.010677,-0.030036,-0.038819,0.014499,-0.010552,0.034084,-0.012716,0.015563,0.004293,-0.01496,-0.025384,0.004254,-0.044237,-0.033769,-0.002552,0.007996,0.04786,-0.016278,1,cluster4
152,153,0.015722,0.018736,-0.01418,0.020868,0.0199,0.024004,0.019177,0.024867,0.022542,0.008787,-0.00334,0.024354,0.002929,-0.022789,0.001917,-0.012157,0.026724,-0.011261,-0.031154,0.020583,1,cluster8
153,154,0.003738,0.034576,-0.013321,0.015314,0.014997,0.022373,0.01224,0.022686,-0.006474,0.039204,0.00016,-0.004551,0.005448,0.002083,-0.00319,-0.010889,0.009662,0.002127,0.004326,0.029437,1,cluster8
154,155,-0.00011,0.024754,-0.005612,0.009631,0.016447,0.011317,0.024978,0.024262,0.002207,0.009568,0.001099,0.026323,-0.000281,-0.016081,-0.001081,-0.023406,0.010953,-0.000155,0.009113,0.031273,1,cluster8
155,156,0.024104,0.028325,-0.004908,-0.01517,0.004028,0.015512,0.025279,0.027942,-0.007457,0.009449,-0.010472,0.024936,-0.00098,-0.027645,-0.004791,-0.025172,0.013024,0.008692,-0.017029,0.01684,1,cluster8
156,157,0.037501,0.041255,-0.015147,-0.019887,-0.012173,0.012037,0.022729,0.011642,0.018801,-0.011464,-0.022859,0.011775,0.035193,0.000817,-0.015718,-0.010731,0.009325,-0.009395,-0.012037,0.001897,1,cluster4
157,158,0.00407,0.001332,0.006819,-0.040761,0.01051,0.056602,-0.008926,-0.024188,0.008729,0.017772,-0.020801,-0.038771,0.002917,0.005972,0.012895,0.001186,0.014021,0.002492,-0.020303,0.015452,1,cluster8
158,159,0.013609,0.023659,-0.011669,-0.024632,-0.018894,0.00505,0.002726,-0.025488,0.047527,0.008877,-0.022433,-0.017738,0.019447,0.000861,-0.005366,-0.018341,-0.011753,-0.002574,0.004387,0.007071,1,cluster4
159,160,0.011065,0.016923,0.006782,-0.010245,0.005715,0.023931,0.014434,-0.046679,0.043814,0.015797,-0.025218,-0.017763,0.017101,0.006051,0.007955,-0.014419,-0.006608,0.002936,-0.002261,0.01609,1,cluster8
160,161,-0.046532,-0.018074,0.009606,-0.046893,-0.041513,0.022664,0.027031,-0.007096,-0.041484,-0.004945,0.016755,0.017345,-0.020056,0.042609,-0.026343,-0.026293,-0.0245,-0.019081,0.009338,0.063688,1,cluster4
161,162,-0.004722,-0.00598,-0.002916,-0.024102,-0.017909,0.009268,0.019364,0.047497,-0.005993,0.008512,0.008967,-0.015817,-0.032951,-0.009653,-0.011189,-0.037086,-0.005226,0.017642,0.031998,0.001233,1,cluster4
162,163,0.011743,0.023508,-0.022225,0.022918,0.029122,0.027908,0.028992,0.035303,-0.006361,0.030466,0.023894,0.000593,-0.006575,0.004182,0.009119,0.01204,0.020038,0.01287,-0.027018,0.019742,1,cluster8
163,164,0.008568,0.022724,-0.021413,-0.02948,-0.004523,0.040895,0.03029,-0.030484,0.013479,0.019366,-0.023224,0.005196,-0.038138,-0.031603,0.052667,-0.001878,-0.010403,-0.017674,-0.0109,-0.000181,1,cluster8
164,165,-0.04616,-0.03903,0.006053,0.001835,0.01526,0.021436,0.013201,0.002637,0.025105,0.038388,-0.01157,-0.003326,-0.014997,-0.018521,-0.019547,-0.001346,-0.033223,-0.026253,0.038801,0.004723,1,cluster4
165,166,-0.045809,-0.041764,0.008503,0.00081,0.015879,0.019187,0.013477,0.001627,0.022498,0.036639,-0.008411,-0.009575,-0.009962,-0.023249,-0.019265,-0.002766,-0.03331,-0.029672,0.037991,0.00196,1,cluster4
166,167,-0.04464,-0.043853,0.009692,-0.001726,0.017617,0.017838,0.012379,0.001934,0.019683,0.036019,-0.0072,-0.012026,-0.00975,-0.024748,-0.018204,-0.003027,-0.03212,-0.030538,0.038149,0.000191,1,cluster4
167,168,-0.043369,-0.045875,0.010957,-0.004283,0.019352,0.016606,0.01143,0.002303,0.016804,0.035304,-0.006064,-0.014593,-0.009514,-0.026362,-0.017273,-0.00333,-0.030922,-0.031389,0.038359,-0.001484,1,cluster4
168,169,-0.042088,-0.047879,0.012231,-0.00683,0.021064,0.015405,0.010492,0.002688,0.013903,0.034571,-0.004942,-0.017177,-0.009266,-0.028013,-0.016337,-0.003647,-0.02974,-0.032229,0.038563,-0.003157,1,cluster4
169,170,0.037954,0.025701,-0.046506,0.018641,0.029076,-0.005673,0.060958,0.032481,0.029989,-0.014273,0.005554,0.00023,-0.031078,0.000106,0.014604,0.002804,-0.005677,0.005927,-0.000367,0.010281,1,cluster8
170,171,0.024545,0.010935,-0.022352,0.005078,-0.027695,0.046303,-0.008299,0.037268,-0.000977,0.009135,0.054729,0.000287,0.025201,0.008053,-0.021351,0.020598,0.046056,-0.022276,0.036328,0.03343,1,cluster8
171,172,0.03411,0.039449,-0.011862,-0.006961,-0.013896,0.032639,-0.027364,-0.019168,-0.009728,0.012488,0.044228,0.006292,0.029556,-0.001355,-0.017765,0.049844,0.039931,-0.020278,0.03242,0.026837,1,cluster8
172,173,-0.005843,0.005556,0.000472,-0.042819,0.004472,0.00301,-0.006817,0.007631,-0.03704,-0.007462,-0.006141,-0.002604,-0.013754,-0.003298,0.00017,-0.023339,0.004254,-0.007521,0.01629,-0.001503,1,cluster4
173,174,0.008456,0.044455,-0.019217,-0.000114,0.00421,-0.009812,0.016642,0.028062,-0.025592,0.008584,0.018576,0.016322,-0.010872,-0.019199,0.005361,-0.000014,0.008049,0.003127,0.02667,0.013443,1,cluster8
174,175,-0.025315,-0.015154,0.004816,0.007313,-0.003773,0.045084,-0.02343,0.003458,0.009019,0.038451,0.044354,-0.04107,0.008176,0.028287,-0.019607,0.002714,-0.001483,0.003388,0.022188,0.041724,1,cluster8
175,176,-0.024602,-0.00478,-0.009698,0.019479,-0.000851,-0.007112,0.049531,-0.002819,0.026496,-0.007374,0.023157,0.004856,-0.013521,-0.007307,0.030091,-0.032893,-0.021477,0.006884,0.019525,0.042962,1,cluster8
176,177,0.005404,0.039729,-0.009131,0.031438,-0.009737,0.009726,0.031921,-0.017124,-0.042757,0.04885,-0.005092,0.014892,-0.008619,0.000145,-0.008622,-0.010464,0.007267,-0.023874,0.029587,-0.02112,1,cluster4
177,178,-0.059871,-0.025471,0.009952,-0.021204,-0.040097,0.016963,0.005399,-0.042955,-0.035368,0.028121,-0.030972,0.020409,0.006677,0.030567,-0.018202,0.020874,-0.054969,-0.032197,-0.040653,0.046271,1,cluster2
178,179,0.001362,0.021606,0.027133,0.005401,-0.026637,-0.046469,0.013022,-0.015708,0.011426,-0.000463,0.032137,0.002453,-0.028432,-0.010693,-0.005134,0.002016,-0.010856,-0.017948,-0.013489,0.035813,1,cluster8
179,180,0.009813,0.024884,0.025728,-0.010126,-0.031944,-0.029074,-0.004705,0.008519,0.00398,0.019872,0.023861,0.032426,-0.043057,0.020678,-0.029183,-0.00677,-0.014435,0.006208,-0.009017,0.043812,1,cluster8
180,181,-0.015853,0.025494,0.040623,0.001862,-0.035532,-0.021374,0.011612,-0.027722,-0.001518,0.008376,0.033357,0.021032,-0.022049,0.003822,-0.030467,-0.007249,-0.00397,-0.010925,-0.001461,0.029959,1,cluster8
181,182,-0.020948,0.02502,0.030265,-0.000459,-0.03789,0.000178,0.012582,-0.005876,-0.005378,0.016063,0.024943,0.041927,-0.045467,0.019718,-0.028317,0.003228,-0.017105,-0.008792,0.000464,0.016769,1,cluster8
182,183,-0.110053,-0.018297,0.035683,-0.030546,-0.128961,0.050326,0.052065,0.005539,-0.072978,0.019986,-0.009713,-0.005718,-0.025863,0.079875,-0.033026,0.027819,-0.154757,-0.084651,-0.05533,0.087755,1,cluster6
183,184,0.021968,0.006517,0.011757,-0.019186,-0.005477,0.042118,-0.019675,-0.065587,0.027387,0.014618,-0.006741,0.007888,-0.008514,-0.015691,0.010779,0.001388,0.021763,-0.020482,-0.007191,-0.006152,1,cluster8
184,185,-0.009898,0.037444,0.019595,-0.005219,-0.019311,0.00142,0.035345,0.013937,-0.011839,-0.011582,0.054873,0.013049,-0.060022,0.011009,0.023666,0.021248,-0.010476,0.00769,-0.011961,0.024228,1,cluster8
185,186,0.00946,0.02174,0.036398,-0.019095,-0.038912,-0.01739,-0.007359,0.020147,-0.015381,-0.006427,0.069036,0.022067,-0.032783,0.011745,-0.024792,-0.002326,-0.001836,0.015674,-0.008067,0.033255,1,cluster8
186,187,0.011039,0.001753,0.002364,-0.028984,-0.047935,-0.007481,-0.020974,-0.026407,0.007874,0.048656,-0.010469,-0.0086,-0.01923,-0.013047,-0.040533,-0.006022,-0.001605,0.006257,0.041476,-0.008267,1,cluster4
187,188,0.005675,0.045927,-0.022843,-0.001832,-0.000412,0.021242,-0.003231,0.038967,0.039424,0.010756,0.02837,0.002224,0.006156,-0.011273,0.006082,0.004394,-0.001071,0.015243,0.010526,0.017581,1,cluster8
188,189,0.004072,0.006921,0.029326,-0.000399,-0.002326,-0.010256,0.00835,-0.044257,0.018174,0.009699,0.00865,-0.001103,0.004033,-0.001662,-0.019052,-0.02161,-0.020551,0.029601,0.027334,0.004845,1,cluster8
189,190,0.000102,0.01302,0.009828,-0.012175,0.009792,0.050957,0.010944,-0.039123,-0.016162,0.042507,-0.004326,-0.015705,-0.054071,0.0193,0.018185,0.024093,-0.023073,0.007112,0.039545,-0.029746,1,cluster8
190,191,-0.025366,0.046555,0.018174,-0.012039,-0.035794,-0.033764,0.032263,-0.02229,-0.018046,-0.002972,0.029804,0.03876,-0.056069,-0.016621,-0.005605,-0.012881,0.022303,-0.000327,-0.005794,0.018775,1,cluster8
191,192,-0.021139,0.058125,-0.021118,0.005779,0.005092,0.039819,0.023206,0.008995,0.051763,0.042702,0.013987,-0.039427,0.029175,-0.031552,-0.037282,-0.012929,0.01586,0.009748,-0.00825,0.034663,1,cluster4
192,193,-0.030408,0.032953,-0.041215,-0.039811,-0.024754,0.037891,0.012953,0.025928,0.042615,0.037573,0.005729,-0.074166,0.024391,-0.030398,-0.039637,-0.041868,0.010326,-0.002628,-0.009946,0.031756,1,cluster4
193,194,-0.001861,0.035005,-0.022701,-0.012885,-0.002599,0.006284,-0.009381,0.034873,0.00437,0.006885,0.01079,0.00325,0.011912,-0.009091,-0.012047,-0.004918,0.009094,0.000105,0.009949,0.015552,1,cluster8
194,195,0.012633,0.00127,-0.022,-0.013465,-0.000102,0.037569,0.014105,-0.003489,0.034439,0.0367,-0.012343,-0.014783,-0.00927,-0.017733,0.028605,-0.021841,0.021972,-0.008478,-0.031728,0.01537,1,cluster4
195,196,0.005229,0.025333,-0.016877,-0.010918,0.022964,-0.009254,0.007993,0.010066,0.004082,-0.005117,-0.018225,0.043451,-0.019432,-0.023566,0.004811,-0.024158,0.00443,-0.0112,0.010652,0.00815,1,cluster8
196,197,-0.000111,-0.024476,0.024286,0.020911,-0.013915,0.033042,0.016402,-0.014806,0.067206,-0.043203,0.000538,0.074028,-0.019736,0.005726,-0.025353,0.009803,0.050602,-0.041732,0.043138,-0.035656,1,cluster2
197,198,0.009681,-0.041853,-0.0216,0.02432,0.020248,0.041223,-0.016425,0.04509,0.050885,0.03496,0.030309,-0.056405,-0.021615,0.007883,0.002472,0.001248,0.031143,0.022212,-0.093177,-0.018651,1,cluster2
198,199,0.045103,0.056127,-0.077563,-0.004454,0.023486,-0.040507,0.030638,-0.03191,-0.011786,-0.009817,0.009336,-0.06887,-0.000733,0.003464,-0.041545,0.041241,-0.053859,-0.053407,0.057221,-0.052254,1,cluster1
199,200,0.094156,-0.004359,-0.005655,0.03661,0.014477,-0.131973,-0.064353,-0.016242,0.008329,0.011035,0.036287,-0.084309,-0.012074,0.049578,-0.0954,0.092456,0.014907,-0.10715,-0.061687,0.103811,1,cluster1
200,201,0.000909,0.035799,-0.041375,0.008432,-0.010194,0.007382,0.008108,0.044231,0.026137,0.02155,0.010538,0.017517,0.00834,-0.008534,0.009432,-0.018108,0.011532,-0.017736,0.011817,0.024646,1,cluster8
201,202,0.082517,0.032406,0.080782,-0.03696,-0.036135,-0.140503,-0.030154,0.002347,-0.035947,-0.037683,0.106316,-0.173599,-0.105528,0.036483,0.102714,-0.124633,0.12166,-0.073092,-0.066961,-0.021661,1,cluster6
202,203,0.004735,-0.003127,0.035926,0.011631,-0.034702,-0.000819,-0.01071,-0.011441,0.035029,0.018241,0.011938,0.059196,0.000606,-0.020841,-0.047047,0.027001,-0.039194,-0.017529,-0.072764,0.001326,1,cluster8
203,204,-0.008125,0.038793,0.00451,0.010032,-0.007219,0.063288,0.026294,0.011115,0.005814,0.026973,0.026863,0.047157,-0.065528,0.00377,0.030067,0.067586,-0.05957,0.007377,-0.069835,-0.006531,1,cluster2
204,205,0.020552,-0.007862,0.00044,-0.036722,-0.030109,-0.05817,0.075368,-0.084936,-0.013678,-0.021153,0.026142,-0.028326,-0.009572,0.01411,-0.004458,-0.003295,0.016723,0.07686,0.009376,0.003105,1,cluster2
205,206,0.049687,-0.009258,0.017417,0.021364,0.008497,0.026613,0.015732,-0.016268,0.050246,-0.010982,0.048769,0.008898,0.028527,-0.002906,-0.02968,0.030545,0.033725,0.055165,-0.050125,-0.032685,1,cluster2
206,207,-0.0337,-0.00815,-0.003063,-0.003488,0.005659,0.010668,-0.003272,0.020274,0.001004,0.037077,0.020613,-0.030281,-0.017625,-0.005509,-0.00095,-0.030551,-0.011694,0.030874,0.022382,0.025437,1,cluster8
207,208,-0.034816,-0.012945,-0.002898,0.001697,0.006399,0.000062,0.029938,0.019943,0.004302,0.008223,0.01723,0.015185,-0.042368,-0.023303,0.019368,-0.047478,-0.016602,0.01033,0.033783,0.01157,1,cluster8
208,209,0.015808,-0.014701,-0.014997,-0.03786,-0.054989,0.014872,-0.010065,-0.001209,0.016352,0.038514,-0.020079,-0.006915,-0.007513,-0.004415,-0.031459,-0.01776,0.017013,-0.019205,0.019178,-0.003981,1,cluster4
209,210,0.000553,-0.062523,0.017347,-0.039905,-0.034278,-0.014767,0.032445,-0.052325,0.030026,-0.001788,0.036639,0.017442,-0.031592,0.021739,-0.04888,0.010122,0.041092,0.049427,0.012142,-0.001141,1,cluster2
210,211,-0.008052,0.070245,-0.007225,0.00325,-0.035036,0.091904,0.060485,0.01034,-0.029639,-0.004633,0.050648,0.01796,-0.108607,-0.024709,0.110903,0.016723,-0.082316,-0.044828,-0.082865,-0.087696,1,cluster6
211,212,0.004133,-0.003516,-0.005054,-0.02127,0.024515,-0.010548,0.023288,0.001833,-0.010435,-0.003129,0.010249,0.007328,-0.063482,-0.034545,0.028016,-0.030471,0.000611,0.018466,0.00965,-0.00135,1,cluster8
212,213,-0.010543,-0.01421,-0.028062,-0.023784,-0.029722,-0.018095,0.092715,-0.015822,0.019213,0.01201,0.030061,-0.008355,-0.035558,0.014127,0.014901,-0.003721,-0.028115,0.073859,-0.026731,-0.011342,1,cluster2
213,214,-0.011163,-0.016087,0.004012,0.005461,-0.008027,0.02209,-0.025176,-0.021704,0.021136,0.021758,0.034723,-0.016484,-0.003567,-0.015692,0.004156,-0.017566,0.025398,0.000619,0.016788,0.033708,1,cluster8
214,215,0.011502,0.022297,-0.033804,-0.01305,-0.017159,0.029423,0.008421,0.061304,0.029554,0.006739,0.014047,0.003876,0.005607,-0.007499,0.006482,-0.005559,0.016902,-0.001298,-0.003222,0.0122,1,cluster8
215,216,0.019508,0.032418,-0.030142,-0.024722,-0.010398,0.027883,0.0038,0.038916,0.019323,0.00231,0.005151,0.007168,0.009585,-0.010756,0.008434,0.007088,0.019863,-0.006058,-0.011049,0.008208,1,cluster8
216,217,0.049149,0.035055,0.043646,0.007219,-0.068389,-0.010841,0.003087,-0.005225,-0.01571,-0.042868,0.089768,-0.060727,-0.086455,-0.041674,0.099202,-0.012277,0.002727,-0.117573,-0.158702,-0.040437,1,cluster6
217,218,0.035167,0.013226,0.013525,0.029596,-0.021123,-0.017012,0.023872,-0.012595,-0.046449,-0.017231,0.062164,0.007179,0.036603,0.03719,-0.034143,0.017914,0.015854,0.011741,0.05913,-0.000479,1,cluster2
218,219,-0.061184,0.018889,-0.014792,0.03918,-0.057478,0.099843,0.046735,-0.033736,-0.027505,0.018737,0.054656,-0.047528,-0.015093,-0.043547,0.061764,-0.052494,-0.05875,-0.096398,0.010439,-0.101844,1,cluster6
